भारत में कुल भौगोलिक क्षेत्र का कितना प्रतिशत वन क्षेत्र है?,9.27%,30.55%,20.60%,22.00%,c
विश्व में सबसे अधिक वन क्षेत्र वाला देश कौन सा है?,ब्राजील,रूस,कनाडा,अमेरिका,b
2005 में विश्व का कुल वन क्षेत्र कितना था?,6.467 अरब हेक्टेयर,2.887 अरब हेक्टेयर,3.952 अरब हेक्टेयर,4.477 अरब हेक्टेयर,c
भारत का सबसे बड़ा वनाच्छादित राज्य कौन सा है?,मध्य प्रदेश,अरुणाचल प्रदेश,छत्तीसगढ़,महाराष्ट्र,a
पूर्वोत्तर के सात राज्यों में कुल वन क्षेत्र का कितना प्रतिशत है?,25.11%,30.55%,20.60%,11.22%,a
अत्यंत सघन वनों का भारत के कुल भौगोलिक क्षेत्र में कितना प्रतिशत है?,1.66%,3%,7.12%,8.68%,a
कौन सा राज्य तटीय वनों (मैंग्रोव) का सबसे बड़ा क्षेत्र रखता है?,गुजरात,अंडमान-निकोबार,पश्चिम बंगाल,तमिलनाडु,c
भारत में मैंग्रोव का कुल क्षेत्र कितना है?,4.4 लाख हेक्टेयर,5.6 लाख हेक्टेयर,6.4 लाख हेक्टेयर,7.9 लाख हेक्टेयर,a
असम के आदिवासी जिलों में वृक्षों का घनत्व कितना है?,62.99%,23.89%,75.97%,40.46%,b
भारत में आरक्षित वनों का कुल वन क्षेत्र में प्रतिशत कितना है?,17%,29%,54%,75%,c
रक्षित वनों का कुल वन क्षेत्र में प्रतिशत कितना है?,29%,17%,54%,25%,a
भारत में झाड़ियाँ एवं अन्य वन का कुल भौगोलिक क्षेत्र में कितना प्रतिशत है?,14.12%,8.68%,1.66%,3%,b
कौन सा राज्य मैंग्रोव वनों के मामले में दूसरे स्थान पर है?,पश्चिम बंगाल,अंडमान-निकोबार,महाराष्ट्र,गुजरात,d
बिहार के कितने जिलों में वन क्षेत्र समाप्त हो गया है?,11,17,28,20,b
भारत में खुले वनों का कुल क्षेत्रफल कितना है?,2.59 करोड़ हेक्टेयर,3.5 करोड़ हेक्टेयर,2.459 करोड़ हेक्टेयर,2 करोड़ हेक्टेयर,a
झाड़ियाँ एवं अन्य वन मुख्यतः किस राज्य में मिलते हैं?,असम,मध्य प्रदेश,पश्चिम बंगाल,राजस्थान,d
पूर्वोत्तर राज्यों में वनों का प्रकार अधिकतर कौन सा है?,आरक्षित वन,रक्षित वन,अवर्गीकृत वन,मैंग्रोव वन,c
आरक्षित वनों का सबसे बड़ा अनुपात किस राज्य में है?,मध्य प्रदेश,बिहार,पंजाब,उत्तराखंड,a
कौन सा उपग्रह भारतीय वनों की जानकारी देता है?,IRSP 6,IRS 4,GAGAN,GSAT,a
भारत में कौन सा प्रदेश तटीय वनों में तीसरे स्थान पर है?,महाराष्ट्र,अंडमान-निकोबार,तमिलनाडु,गुजरात,b
अत्यंत सघन वनों में वृक्ष घनत्व कितना होता है?,40-70%,70% से अधिक,10-40%,10% से कम,b
मैंग्रोव वनों का भारत में कितना प्रतिशत क्षेत्र है?,0.14%,5%,20%,7%,a
वनों के मामले में भारत विश्व में किस स्थान पर है?,पहला,तीसरा,पाँचवाँ,दसवाँ,d
भारत में वन सम्पदाओं के ह्रास की शुरुआत कब हुई?,आजादी के बाद,उपनिवेश काल से,बीसवीं सदी से,इकीसवीं सदी से,b  
वनों का विस्तार बीसवीं सदी के मध्य में कितना था?,19%,21%,24%,30%,c  
1951 से 1980 के बीच कितने वर्ग किमी वन क्षेत्र कृषि क्षेत्र में परिवर्तित हुआ?,26200,30000,25000,20000,a  
झूम खेती का प्रभाव कहाँ सबसे अधिक पड़ा?,दक्षिण भारत,पश्चिम भारत,उत्तरी भारत,पूर्वोत्तर भारत,d 
1952 से नदी घाटी परियोजनाओं के कारण कितना वन क्षेत्र नष्ट हुआ?,4000 वर्ग किमी,5000 वर्ग किमी,3000 वर्ग किमी,6000 वर्ग किमी,b  
पश्चिम बंगाल में टाईगर रिजर्व डोलोमाई को किससे खतरा है?,झूम खेती,शिकार,शहरीकरण,खनन,d
हिमालय यव का औषधीय उपयोग किस रोग के उपचार में होता है?,मलेरिया,कैंसर,डायबिटीज,टाइफाइड,b  
हिमालय यव संकट का मुख्य कारण क्या है?,जलवायु परिवर्तन,अत्यधिक निष्कासन,खनन,वन कटाई,b  
भारत में कितनी वन्य प्राणी उपजातियाँ पाई जाती हैं?,75000,47000,50000,81000,d
भारत में विलुप्त हो चुके प्राणियों की संख्या कितनी है?,500,650,744,800,c
कृष्णा सार किस प्रकार का प्राणी है?,पक्षी,स्तनधारी,सरीसृप,मछली,b  
वेट लैंड को स्थानीय तौर पर क्या कहा जाता है?,चौर,टाल,भागर मॉन,उपरोक्त सभी,d  
पर्यावरण संरक्षण में सम्राट अशोक का योगदान क्या था?,शिकार पर रोक,वन संरक्षण,शिलालेख में नियम,उपरोक्त सभी,d  
विश्नोई गाँव के अमृता देवी का योगदान किस क्षेत्र में था?,कृषि,वन संरक्षण,शहरीकरण,सामाजिक सुधार,b  
1952 से अब तक वनों का कितना प्रतिशत क्षेत्र सिकुड़ चुका है?,8%,10%,5%,1%,c  
भारत में वनों की उत्पादकता कितनी है?,0.5 घन मीटर,1 घन मीटर,2.1 घन मीटर,1.5 घन मीटर,a  
सागवान के एकल वृक्षारोपण से किस क्षेत्र के वन प्रभावित हुए?,दक्षिण भारत,पूर्वोत्तर भारत,पश्चिम भारत,उत्तर भारत,a  
भारत में विलुप्त होने के कगार पर कितनी प्रजातियाँ हैं?,15864,24077,25472,22531,d
"चीतल, नील गाय और चीता किस श्रेणी में आते हैं?",लुप्त प्राणी,लुप्तप्राय प्राणी,सामान्य प्राणी,संरक्षित प्राणी,b  
हिमालय में चीड़ पाईन के वृक्षारोपण से किस वृक्ष के वनों को नुकसान हुआ?,सागवान,शीशम,रोडोडेंड्रोन,बाँस,c  
वन्य जीवों की काला बाजारी का मुख्य केंद्र कौन सा देश है?,भारत,नेपाल,चीन,बांग्लादेश,c  
भारत में कुल कितने वनस्पति उपजातियाँ पाई जाती हैं?,81000,47000,57000,70000,b  
अमृता देवी ने 1731 में जोधपुर में किसके खिलाफ वनों की कटाई का विरोध किया?,ब्रिटिश सरकार,औद्योगिक कंपनियों,सामान्य जनता,राजा के आदमियों,d
रेड डेटा बुक में क्या दर्ज किया जाता है?,आम प्रजातियाँ,संकटग्रस्त प्रजातियाँ,प्राकृतिक प्रजातियाँ,स्थानिक प्रजातियाँ,b  
ग्रीन बुक किससे संबंधित है?,आम प्रजातियाँ,दुर्लभ पौधे,संकटग्रस्त वन्य जीव,वन्य जीवों का संरक्षण,b
IUCN को वर्तमान में और क्या कहते है?,संयुक्त राष्ट्र संरक्षण संघ,वर्ल्ड वाइल्डलाइफ फंड,विश्व संरक्षण संघ,रेड बुक काउंसिल,c  
काला हिरण किस श्रेणी में आता है?,सामान्य जाति,सुभेद्य जाति,संकटग्रस्त जाति,दुर्लभ जाति,c
गंगा की डॉल्फिन किस श्रेणी में आती है?,सुभेद्य जाति,संकटग्रस्त जाति,लुप्त जाति,स्थानिक जाति,a
एशियाई चीता किस श्रेणी में आता है?,सुभेद्य जाति,संकटग्रस्त जाति,लुप्त जाति,सामान्य जाति,c
रेड डेटा बुक का मुख्य उद्देश्य क्या है?,प्राकृतिक संसाधनों का अध्ययन,संकटग्रस्त प्रजातियों की स्थिति बताना,स्थानिक प्रजातियों का वर्गीकरण,सामान्य प्रजातियों की पहचान,b
वन्य जीवों का प्राकृतिक संरक्षण किसके अंतर्गत होता है?,इन सीटू,एक्स सीटू,उपरोक्त दोनों,प्रजनन केंद्र,a
राष्ट्रीय उद्यानों का उद्देश्य क्या है?,वन्य जीवों का शिकार,कृषि कार्य,प्राकृतिक आवास का संरक्षण,उद्योगों का विकास,c
भारत में राष्ट्रीय उद्यानों की संख्या कितनी है?,100,75,448,85,d
संकटग्रस्त प्रजातियों की सूची किस संस्था ने बनाई?,FRI और WWF,BSI और FRI,WWF और IUCN,IUCN और BSI,b
अभ्यारण्य में क्या कार्य सीमित मात्रा में किया जा सकता है?,कृषि,वन उत्पाद संग्रह,मछली पकड़ना,सभी विकल्प,d
जैवमंडल क्षेत्र का उद्देश्य क्या है?,वन्य प्राणियों का व्यापार,औद्योगिक विकास,जैव-विविधता का संरक्षण,कृषि उत्पादन,c
भारत में अभ्यारण्यों की संख्या कितनी है?,85,448,243,14,b
स्थानीय स्तर पर संकटग्रस्त प्रजातियों की पहचान किससे होती है?,रेड डेटा बुक,ग्रीन बुक,IUCN,WWF,a 
एशियाई हाथी किस श्रेणी में आता है?,संकटग्रस्त जाति,सुभेद्य जाति,स्थानिक जाति,दुर्लभ जाति,b 
अरुणाचल के मिथुन किस श्रेणी में आते हैं?,संकटग्रस्त जाति,सुभेद्य जाति,स्थानिक जाति,लुप्त जाति,c
कुशेश्वर अभ्यारण्य किस राज्य में स्थित है?,झारखंड,बिहार,उत्तर प्रदेश,मध्य प्रदेश,b 
फासिल राष्ट्रीय उद्यान किस राज्य में स्थित है?,राजस्थान,मध्य प्रदेश,उत्तर प्रदेश,कर्नाटक,b  
घना पक्षी विहार किस राज्य में स्थित है?,गुजरात,राजस्थान,महाराष्ट्र,उत्तर प्रदेश,b  
किन्नरसानी वन्य जीव अभयारण्य किस राज्य में स्थित है?,आंध्र प्रदेश,कर्नाटक,राजस्थान,केरल,a  
सिमिलीपाल राष्ट्रीय उद्यान कहाँ स्थित है?,उत्तर प्रदेश,मध्य प्रदेश,ओडिशा,तमिलनाडु,c  
डम्पा वन्य जीव अभयारण्य किस राज्य में है?,मिजोरम,राजस्थान,उत्तराखंड,जम्मू-कश्मीर,a  
काबला वन्य जीव अभयारण्य कहाँ है?,केरल,आंध्र प्रदेश,उत्तर प्रदेश,महाराष्ट्र,b  
कांकेर राष्ट्रीय उद्यान कहाँ स्थित है?,उत्तर प्रदेश,मध्य प्रदेश,पंजाब,छत्तीसगढ़,d
पेरियार राष्ट्रीय उद्यान किस राज्य में स्थित है?,केरल,कर्नाटक,तमिलनाडु,तेलंगाना,a  
संजय डुबरी राष्ट्रीय उद्यान किस राज्य में है?,उत्तराखंड,राजस्थान,मध्य प्रदेश,पंजाब,c  
मुदुमलाई वन्य जीव अभयारण्य किस राज्य में है?,राजस्थान,झारखंड,मध्य प्रदेश,तमिलनाडु,d 
डाल्मा वन्य जीव अभयारण्य किस राज्य में स्थित है?,बिहार,झारखंड,उत्तर प्रदेश,पंजाब,b  
केदारनाथ अभयारण्य किस राज्य में स्थित है?,उत्तराखंड,मध्य प्रदेश,जम्मू-कश्मीर,उत्तर प्रदेश,a  
नन्दा देवी राष्ट्रीय उद्यान किस राज्य में स्थित है?,राजस्थान,उत्तर प्रदेश,केरल,उत्तराखंड,d
भारत में बाघों की घटती संख्या का मुख्य कारण क्या है?,शिकार,प्राकृतिक आपदा,विकास कार्य,यातायात,a  
बाघ परियोजना की शुरुआत कब हुई थी?,1971,1972,1973,1974,c  
बाघ परियोजना का उद्देश्य क्या है?,सिर्फ बाघों को बचाना,वर्तमान स्थिति में बने रहना,वन्य जीवन को बर्बाद करना,जैव विविधता की रक्षा करना,d
'हॉट स्पॉट' का निर्धारण किस पर आधारित है?,देशज प्रजातियों की संख्या और अधिवास पर अतिक्रमण,अधिवास पर अतिक्रमण और वनस्पतियों की विविधता,प्रजातियों की लुप्तता और खनन,जीवन विविधता और जलवायु परिवर्तन,a  
भारत में बाघों की संख्या 20वीं शताब्दी के आरंभ में कितनी थी?,4334,1827,7000,5500,d 
घड़ियाल प्रजनन केन्द्र कहाँ स्थित है?,नंदनकानन,मुरैना,पेरियार,रांची,b 
नन्दनकानन में किसका प्रजनन केन्द्र स्थित है?,ध्रुवी बाघ,उजला बाघ,सिंह,घिड़याल,b  
जैव अपहरण किसे कहते हैं?,वन्य जीवों का शिकार,वनों की अतिक्रमण,वन्य जीवों की तस्करी,जैविक गुणों की हेराफेरी,d  
भारत में बाघ संरक्षण परियोजना के कितने रिजर्व हैं?,22,27,30,32,b 
अफ्रीका में पाया जाने वाला पन्टडिपलान्ड्रा ब्राजिएनी ब्रैजीन नाम का पौधा के एक प्रकार के प्रोटीन में चीनी से कितना गुणा अधिक मिठास होता है ?,20,200,2000,3000,c
उजला बाघ का प्रजनन केन्द्र कहाँ स्थित है?,उत्तर प्रदेश,उड़ीसा,राजस्थान,कर्नाटक,b  
विकासशील देशों में जैव अपहरण किसका परिणाम है?,प्राकृतिक आपदाएँ,अंतर्राष्ट्रीय व्यापार,विकसित देशों की जैव तकनीकी,खाद्यान्न संकट,c
नन्दनकानन कहाँ स्थित है?,राजस्थान,कर्नाटक,उड़ीसा,तमिलनाडु,c  
भारत के सरिस्का बाघ रिजर्व में लोग वन्य जीव संरक्षण अधिनियम के तहत खनन कार्य बंद करवाने के लिए कहाँ संघर्ष किया जा रहा है ?,मध्य प्रदेश,राजस्थान,उत्तर प्रदेश,बिहार,b
भैरोंदेव डाकव विहार चोरी किस राज्य में स्थित है?,उत्तर प्रदेश,मध्य प्रदेश,महाराष्ट्र,राजस्थान,d
आदिवासी लोग वन संसाधनों का उपयोग किस प्रकार करते हैं?,वाणिज्यिक उपयोग के लिए,चक्रीय पद्धति से,अंधाधुंध कटाई के लिए,केवल कृषि कार्य के लिए,b
चिपको आंदोलन कहां प्रारंभ हुआ था?,बिहार,हिमाचल प्रदेश,उत्तर प्रदेश,मध्य प्रदेश,c 
चिपको आंदोलन में किसने नेतृत्व किया था?,महात्मा गांधी,सुन्दर लाल बहुगुणा,जयंती पटनायक,गौरा देवी,b
संयुक्त वन प्रबंधन की शुरुआत कब हुई थी?,1980,1985,1988,1990,c
किस धर्म के अनुयायी वन्य प्राणियों के संरक्षण में महत्वपूर्ण योगदान देते हैं?,हिन्दू धर्म,जैन धर्म,सिख धर्म,इस्लाम धर्म,b
महात्मा बुद्ध ने पेड़ों को किस रूप में दर्शाया था?,क्रूर,उदार और दयालु,सिर्फ सजावटी,उपेक्षित,b
भारत में वन्य जीवों के संरक्षण के लिए कौन सा एक्ट लागू किया गया था?,वन्य जीव सुरक्षा एक्ट 1972,वन संरक्षण एक्ट 1980,जैव विविधता अधिनियम 2002,उपर्युक्त सभी,d
भारत में वन्य जीवों के संरक्षण के लिए सबसे पहले किस बोर्ड का गठन हुआ था?,भारतीय वन्य जीवन बोर्ड,राष्ट्रीय जैव विविधता बोर्ड,राष्ट्रीय पर्यावरण बोर्ड,केंद्रीय वन्य जीवन बोर्ड,a
वन्य जीव सुरक्षा एक्ट 1972 के तहत क्या प्रतिबंधित किया गया ?,वन्य प्राणियों का पालन पोषण,जंगली पौधों की कटाई पर,वन्य प्राणियों का शिकार पर,सभी उपर्युक्त,c 
भारत में बाघ को राष्ट्रीय जानवर कब घोषित किया गया था?,1972,1992,1980,2000,a
भारत में मयूर को राष्ट्रीय पक्षी कब घोषित किया गया था?,1971,1963,1992,2002,b
रैमसर कन्वेंशन कब हुआ था?,1970,1971,1980,1990,b
अफ्रीकी कन्वेंशन कब हुआ था?,1968,1971,1980,1990,a
संविधान की धार 21 के अंतर्गत किस अनुच्छेद के तहत वन्य जीवों और प्राकृतिक संसाधनों के संरक्षण का प्रावधान है?,अनुच्छेद 47,अनुच्छेद 48,अनुच्छेद 51A (g),सभी उपर्युक्त,d
भारत के वानस्पतिक क्षेत्रों को कितने भागों में बांटा जाता है ?,6,7,8,9,c
पश्चिमी हिमालय वनस्पतिक क्षेत्र का विस्तार कहाँ तक है?,कश्मीर से कुमाऊं तक,कश्मीर से नेपाल तक,नेपाल से कुमाऊं तक,कुमाऊं से पंजाब तक,a
असम वनस्पतिक क्षेत्र में किस प्रकार के वन होते हैं?,मैंग्रोव वन,पर्णपाती वन,साल के वृक्ष,बबूल,b
सिन्धु मैदान वनस्पतिक क्षेत्र में कौन से पौधे पाये जाते हैं?,चीर,साल,बांस,नागफनी,a
गंगा की मैदानी वनस्पतिक क्षेत्र में मुख्य रूप से क्या पाया जाता है?,खैर,साल,चीर,नागफनी,a
दक्षिण का पठारी वनस्पतिक क्षेत्र में क्या पाया जाता है?,सदाबहार वृक्ष,कोणधारी वृक्ष,झाड़ी,पतझड़ वाले वृक्ष,d
मालाबार वनस्पतिक क्षेत्र कहाँ स्थित है?,पूर्वी तटीय क्षेत्र,उत्तर भारत,पश्चिमी तटीय क्षेत्र,हिमालय क्षेत्र,c 
भारत में कितनी वाहिनी वनस्पति प्रजातियाँ देशी (Endemic) हैं?,35%,40%,30%,50%,a
भारत में कितनी मछलियों की प्रजातियाँ पाई जाती हैं?,1693,1800,240,2900,a
भारत में कितनी पक्षियों की प्रजातियाँ पाई जाती हैं?,1200,1500,1300,1400,a
भारत में कितनी स्तनपायी प्रजातियाँ पाई जाती हैं?,100,450,390,500,c
जैव विविधता का सबसे समृद्ध क्षेत्र कौन सा है?,पश्चिमी घाट,पूर्वी घाट,गंगा मैदान,अंडमान,b
भारत में जैव विविधता संरक्षण के लिए कितने जैवमंडल आरक्षित क्षेत्र स्थापित किए गए हैं?,15,12,14,10,c
भारत में चावल की कितनी किस्में पाई जाती हैं?,50000 से 60000,20000 से 25000,30000 से 35000,40000 से 50000,a
भारत में जैव विविधता का संरक्षण मुख्यतः किसके सहयोग से किया जा रहा है?,सार्क,संयुक्त राष्ट्र,वर्ल्ड बैंक,यूनेस्को,d
जैव विविधता का उपयोग किस उद्देश्य के लिए किया जाता है ?, केवल औषधीय उपयोग के लिए, केवल खाद्य उत्पादन के लिए, केवल पर्यावरण संरक्षण के लिए, उपरोक्त सभी, d
सबसे अधिक भोजन किससे उत्पन्न होता है ?, 20 से कम पौधों की प्रजातियों से, 100 पौधों की प्रजातियों से, 50 प्रकार के पशुओं से, 10 प्रकार के पौधों से, a
किस जंगली चावल से एशिया में धान की खेती को रोगों से सुरक्षा मिलती है ?, Oryza nivara, Oryza sativa, Oryza japonica, Oryza glaberrima, a
'जीवानी' औषधि किस पौधे के मिश्रण से तैयार की गई है ?,कानी आदिवासियों के पौधे,आरोग्यपाचा और तीन औषधीय पौधों,केरल के रबर के पौधों से,पेपर्मिंट और तुलसी से,b
क्यूनाईन (Quinine) किस पौधे से प्राप्त होता है ?, चिनचोना लेडजेनरियाना, पापाव्हर सोनीफेरम, टैक्सस बेक्केटा, सदाबहार वृक्ष, a
कौन सा पौधा तनाव रोधक गुण से भरपूर है ?, बबूल,नारियल,चाय,आरोग्यपाचा,d
'जीवानी' औषधि बनाने के लिए किस कंपनी को अधिकार दिया गया था ?, आर्यावैद्य फार्मेसी, हिमालया फार्मेसी, पतंजलि आयुर्वेद, वैद्यनाथ, a
'जीवानी' बनाने के लिए TBGRI ने कितना पंजियन शुल्क लिया था ?, 1 लाख, 2 लाख, 5 लाख, 10 लाख, d
लगभग कितनी प्रतिशत भैषज्य दवाईयाँ 120 पौधीय प्रजातियों से तैयार की जाती हैं ?, 20%, 25%, 30%, 50%, b
कौन सा औषधीय तत्व दर्द निवारक के रूप में उपयोग होता है ?,क्विनीन, टेक्सोल, पादप रेजिन,मार्फीन,d